eenheid_id;bouwnummer;building;apt_type;apt_index;ruimte_id;ifc_guid;naam;soort_code;soort_naam;detail_soort_code;detail_soort_naam;oppervlakte_m2;inhoud_m3;hoogte_mm;verwarmd;verkoeld;afsluitbaar;bouwlaag;sanitair;aanrecht_lengte_mm;gedeeld_met_aantal
3004591;5;B3;hoek;0;0.07.2791;3CW2OTUQH5nOxnBihfaBlC;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;28.03;68.35;2438.0;ja;nee;ja;;;2100;
3004591;5;B3;hoek;0;0.07.2792;2RKwsyxeXBEPvuFHMBQYik;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;6.22;15.18;2438.0;ja;nee;ja;;;;
3004591;5;B3;hoek;0;0.07.2793;19NicYywDB7vznlMpbMSOj;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;10.81;26.35;2438.0;ja;nee;ja;;;;
3004591;5;B3;hoek;0;0.07.2794;0APm2asvn2uBZunTtuEey$;entree;VRK;Verkeersruimte;HAL;Hal;10.58;25.79;2438.0;nee;nee;nee;;;;
3004591;5;B3;hoek;0;0.07.2795;1S09WgVTnA1BvT3_qh4Qt0;badkamer;VTK;Vertrek;BAD;Badruimte;5.09;12.41;2438.0;ja;nee;ja;;DOU,WAS;;
3004591;5;B3;hoek;0;0.07.2796;3LqYfUFzjAK99L0d5kT19H;technische ruimte;OVR;Overige ruimtes;TEC;Technische ruimte;4.13;10.06;2438.0;nee;nee;nee;;;;
3004592;6;B3;hoek;1;0.07.2797;3CW9f5u_f33vWgIs6DiObt;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.89;68.0;2438.0;ja;nee;ja;;;2100;
3004592;6;B3;hoek;1;0.07.2798;1LtJGlddjFq9r46o8L6aA6;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;6.21;15.14;2438.0;ja;nee;ja;;;;
3004592;6;B3;hoek;1;0.07.2799;1HmOnd92rETByvUGu$xBvp;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.18;27.25;2438.0;ja;nee;ja;;;;
3004592;6;B3;hoek;1;0.07.2800;0xpUyZIIf2Iv8EDOLcDnNR;entree;VRK;Verkeersruimte;HAL;Hal;10.36;25.25;2438.0;nee;nee;nee;;;;
3004592;6;B3;hoek;1;0.07.2801;26bvHdCB999P1dTV1tMtgX;badkamer;VTK;Vertrek;BAD;Badruimte;5.09;12.41;2438.0;ja;nee;ja;;DOU,WAS;;
3004592;6;B3;hoek;1;0.07.2802;27Nwr6la57X8aFcGs$573l;technische ruimte;OVR;Overige ruimtes;TEC;Technische ruimte;4.13;10.06;2438.0;nee;nee;nee;;;;
3004600;14;B3;hoek;2;0.07.2803;2iWA$kT3TCLQLeDObCggWm;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;28.03;68.35;2438.0;ja;nee;ja;;;2100;
3004600;14;B3;hoek;2;0.07.2804;1NcTKIzeL8XggrgtDGT_4r;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;6.22;15.18;2438.0;ja;nee;ja;;;;
3004600;14;B3;hoek;2;0.07.2805;2iuJbMCEP1sxeTW2G_edGu;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;10.81;26.35;2438.0;ja;nee;ja;;;;
3004600;14;B3;hoek;2;0.07.2806;3sYxyLWf1BPxVuGqrC1kp$;entree;VRK;Verkeersruimte;HAL;Hal;10.58;25.79;2438.0;nee;nee;nee;;;;
3004600;14;B3;hoek;2;0.07.2807;39Xr5D_$H3uu_fN1BMDbGr;badkamer;VTK;Vertrek;BAD;Badruimte;5.09;12.41;2438.0;ja;nee;ja;;DOU,WAS;;
3004600;14;B3;hoek;2;0.07.2808;3aI04s89X0rQajsQQUujSf;technische ruimte;OVR;Overige ruimtes;TEC;Technische ruimte;4.13;10.06;2438.0;nee;nee;nee;;;;
3004587;1;B3;std;3;0.07.2809;1245wJEtD0Z8JZkQgzd7Xa;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004587;1;B3;std;3;0.07.2810;2lJpFTOJDEoRDLG6sBMGcW;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004587;1;B3;std;3;0.07.2811;0zkXgn0PbEABkAsxeQG9fd;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004587;1;B3;std;3;0.07.2812;2IXdEM75T9YumuzKMAt9pb;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004587;1;B3;std;3;0.07.2813;22Dr0idx91C95a5V$lnjbU;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004587;1;B3;std;3;0.07.2814;15rqSRVaj9P9emZS19tzVx;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004587;1;B3;std;3;0.07.2815;0wwBh9r4v8qw6u31MMZAvq;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.37;66.75;2438.0;ja;nee;ja;;;2100;
3004587;1;B3;std;3;0.07.2816;0VMaCx7jnAjAeuGr_zJZ5U;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004588;2;B3;std;4;0.07.2817;0doATbI$L379j2gNe4R919;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004588;2;B3;std;4;0.07.2818;0Sj_F$XKnEBRPhPaHy8r_b;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004588;2;B3;std;4;0.07.2819;2WcCHQMyPBAPHL2T9QuRdp;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004588;2;B3;std;4;0.07.2820;2PUnBEbMrCqfvfOM_Vd9Aj;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004588;2;B3;std;4;0.07.2821;3qQPy77JT5G8MbMwSW2vqs;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004588;2;B3;std;4;0.07.2822;2NoT1cJn12D9d3vdHMLT7c;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004588;2;B3;std;4;0.07.2823;2EalfiyVD42eHsPXB1zmt3;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004588;2;B3;std;4;0.07.2824;13flHdW51BEPYUmAcqTUaM;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004589;3;B3;std;5;0.07.2825;3pi07BXeD48gGxpHl9liKC;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004589;3;B3;std;5;0.07.2826;0DfyZ_XzfDsP_k7tmlpMkY;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004589;3;B3;std;5;0.07.2827;3Ts0ANRejEUAMzJKxibiZ1;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004589;3;B3;std;5;0.07.2828;28rfAnAHXB_Qa_sMKpF9xR;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004589;3;B3;std;5;0.07.2829;3cyT66BQzFuhLbvgfKT5Lp;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004589;3;B3;std;5;0.07.2830;0v6mYgQAT4FxSlMA0GrPwo;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004589;3;B3;std;5;0.07.2831;3$G278HfP0Ah9gHFnjqM8h;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004589;3;B3;std;5;0.07.2832;1iWNE$KVz9NQei_35_2BCz;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004590;4;B3;std;6;0.07.2833;3C9P$nPoT7cfjDZWa5eHTB;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004590;4;B3;std;6;0.07.2834;3i3_735D51PPAjzp6lK7ok;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004590;4;B3;std;6;0.07.2835;2_nTN2BIjEwPPpzsuPLYUN;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004590;4;B3;std;6;0.07.2836;2Ignne8jL9B9teYLIS0ulk;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004590;4;B3;std;6;0.07.2837;1HJnl3BlL73e3ozlEwxbN8;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004590;4;B3;std;6;0.07.2838;1fgvxm8sbEmed5DynXxkTg;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004590;4;B3;std;6;0.07.2839;3zAnsgh3L4t999UJlDzLp8;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004590;4;B3;std;6;0.07.2840;1YevSlLQzFNQ74ZHh1h$DK;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004593;7;B3;std;7;0.07.2841;0AUGmSyKT9ZxbJ7hkNtEWp;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004593;7;B3;std;7;0.07.2842;0laXTJh6f2XwSUA2evp3Oq;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004593;7;B3;std;7;0.07.2843;1lhwXguHj90vqUo0M5NtOk;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004593;7;B3;std;7;0.07.2844;33Gc9NL813eBJk5YRtjNvs;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004593;7;B3;std;7;0.07.2845;2Nh8yMFZf1ROomTsIMBVFl;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004593;7;B3;std;7;0.07.2846;1P6XfITm96AOW2AFJ3Ycu0;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004593;7;B3;std;7;0.07.2847;19hbse9Cr5Jh4Z_FUzKGYS;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.37;66.75;2438.0;ja;nee;ja;;;2100;
3004593;7;B3;std;7;0.07.2848;0my$aspFnESQ5gDhf9$gK$;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004594;8;B3;std;8;0.07.2849;3HngjCqoz4O98R6JVQkKDS;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004594;8;B3;std;8;0.07.2850;3Sxdph6QbCkeLyOuH9sLxD;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004594;8;B3;std;8;0.07.2851;3B3y5fLbzErv_Q4Mt6viNo;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004594;8;B3;std;8;0.07.2852;3YkHdLaaH3P9ui_HREw_6i;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004594;8;B3;std;8;0.07.2853;03OdHTs6jD4ffaqRaB5Ogw;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004594;8;B3;std;8;0.07.2854;3eSuaCmpT4munVaBlfsHNb;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004594;8;B3;std;8;0.07.2855;20oLAH21H7Xwdc2KPeY5lz;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004594;8;B3;std;8;0.07.2856;2dy7BpSWz8N8kM0Jb85$$c;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004595;9;B3;std;9;0.07.2857;1uLC_Z8257kA2lfMNTQ_Yi;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004595;9;B3;std;9;0.07.2858;38aKjwxAH7eg5T23OKFGxG;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004595;9;B3;std;9;0.07.2859;2Azqjj77XCpAsfps_w2vbz;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004595;9;B3;std;9;0.07.2860;3_Z7L1txz9O9PFIXQUxMgD;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004595;9;B3;std;9;0.07.2861;3VQOZJHN55kBs$bWpa7UX4;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004595;9;B3;std;9;0.07.2862;2r_m7re0r7Ouht5P2KLl0L;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004595;9;B3;std;9;0.07.2863;0CiQLgKWH36w4QCA01_O0y;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004595;9;B3;std;9;0.07.2864;3hwIRkY2561Ok4hR8oGVFw;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004596;10;B3;std;10;0.07.2865;2sJJV73$T2vQdd5B8jwLdg;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004596;10;B3;std;10;0.07.2866;0OftZxLkP3qf6DkIgT6Nsg;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004596;10;B3;std;10;0.07.2867;24n6CgHaHFxgPNjzhdPctN;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004596;10;B3;std;10;0.07.2868;3Hfv2_obLCbAUk000EVDEH;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004596;10;B3;std;10;0.07.2869;0u7SqvzwHDuR5asdmR4jzE;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004596;10;B3;std;10;0.07.2870;0ba53NL0XEI8_R8Fnrk$ds;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004596;10;B3;std;10;0.07.2871;0hanI8w4P5IflOzJZtopzi;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004596;10;B3;std;10;0.07.2872;19k1Hty_bENh6B_qevJOYp;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004597;11;B3;std;11;0.07.2873;0OBNZ5YnrAeOSz8FLhjfi3;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004597;11;B3;std;11;0.07.2874;30HSzzzVj3M8OanZ85vE_M;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004597;11;B3;std;11;0.07.2875;1XIth8xfnBdQneyc$lfy5M;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004597;11;B3;std;11;0.07.2876;1qCJ0_BSX6J8OIrOOwG_3G;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004597;11;B3;std;11;0.07.2877;2d8MDct7DDsfeGsMNgyti9;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004597;11;B3;std;11;0.07.2878;3Bf52JJSb6YRADXAyCHH43;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004597;11;B3;std;11;0.07.2879;1hIVRKiLb0nPL$oC6hX7Ad;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004597;11;B3;std;11;0.07.2880;2bzWJJl5n258rcj_ldG6eC;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004598;12;B3;std;12;0.07.2881;1VTsSs181FBPPxdJ6nJES_;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004598;12;B3;std;12;0.07.2882;2H_m5fcjL9lwhfVbms8pls;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004598;12;B3;std;12;0.07.2883;3ts7w$g21B3wK_CvVfRZyb;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004598;12;B3;std;12;0.07.2884;1gepI4CYv0kQ$K83aF59p_;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004598;12;B3;std;12;0.07.2885;3mpmhTdiP0iuUwHFegswFD;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004598;12;B3;std;12;0.07.2886;1Ls4iZB3HFUgVBcQomVHb6;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004598;12;B3;std;12;0.07.2887;0lw6N4gU55_eX1kuxaluZD;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004598;12;B3;std;12;0.07.2888;1DN2kPycL8Ixk6$ip0qL_G;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004599;13;B3;std;13;0.07.2889;34LEVTI7v4Bvj6JEN8PwX2;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004599;13;B3;std;13;0.07.2890;0orckwjcz8qv14JcmPcdMd;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004599;13;B3;std;13;0.07.2891;3Xu$LFVX51YQzN7qDsTDrF;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004599;13;B3;std;13;0.07.2892;07ek4BXKfCWPl98SV76RM5;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004599;13;B3;std;13;0.07.2893;1sBt0bi3j5XvM7GzlRaGRl;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004599;13;B3;std;13;0.07.2894;05kBdXPkf67O9mW15mIUye;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004599;13;B3;std;13;0.07.2895;0N2SMWj6n5YOdta4Urg7wI;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.37;66.75;2438.0;ja;nee;ja;;;2100;
3004599;13;B3;std;13;0.07.2896;0MJCplv7PD6ucgqDulJoFx;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004602;16;B3;std;14;0.07.2897;1f7AOEPM5EgPg$_$Gch34e;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004602;16;B3;std;14;0.07.2898;3JWW4cY3bDM892tLLL4Noh;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004602;16;B3;std;14;0.07.2899;2g$jZ4_ir7qAH2PtAs7UXo;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004602;16;B3;std;14;0.07.2900;3iJQiYcvH5P9YTeIS$Qz1V;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004602;16;B3;std;14;0.07.2901;3$Om$7Uu99xPeZvdmAewej;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004602;16;B3;std;14;0.07.2902;10ab_nSgv46uehFM$g9sU_;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004602;16;B3;std;14;0.07.2903;0rEJNWUwDA9hYZv61fXF1F;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004602;16;B3;std;14;0.07.2904;0ye7sUfj92rw5v6Gg662pS;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004603;17;B3;std;15;0.07.2905;3CUMOrdAP1tv3J36SwT6bi;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004603;17;B3;std;15;0.07.2906;0sBEB6mhnATOgHIVi18rfw;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004603;17;B3;std;15;0.07.2907;0PTiJAlBD589tzW_JKym2g;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004603;17;B3;std;15;0.07.2908;01s1Fu3JH9B9KyPI3I4fNL;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004603;17;B3;std;15;0.07.2909;2yPs8RHzX7Vfj8EdJasNQQ;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004603;17;B3;std;15;0.07.2910;2Y1T_AHOf0_Qmts8n_MYMA;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004603;17;B3;std;15;0.07.2911;1gYua92dr1JOu3m2Ghacmn;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004603;17;B3;std;15;0.07.2912;2cIbvWMUjAFuCtug7kVzNg;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
