eenheid_id;bouwnummer;building;apt_type;apt_index;ruimte_id;ifc_guid;naam;soort_code;soort_naam;detail_soort_code;detail_soort_naam;oppervlakte_m2;inhoud_m3;hoogte_mm;verwarmd;verkoeld;afsluitbaar;bouwlaag;sanitair;aanrecht_lengte_mm;gedeeld_met_aantal
3004639;53;B2;std;15;0.07.297;110XQNsS96mA3GXVlfqveo;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004639;53;B2;std;15;0.07.298;1PqVj56_j6r8Yjjy6tn58P;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004640;54;B2;std;16;0.07.299;1F9DbkeuLAgQHZ0vB6xbhI;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004640;54;B2;std;16;0.07.300;2dgiAxScrB_xIUKcdq2sHh;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004640;54;B2;std;16;0.07.301;3FSq1g28n2D8NsfRdNKRaQ;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004640;54;B2;std;16;0.07.302;0DlXBia$b3Q9oyC0ZiX_mR;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004640;54;B2;std;16;0.07.303;1LDHUCzzbC9wVTRvd5Hw50;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004640;54;B2;std;16;0.07.304;3rJHaVUbTEKBSzdUSAa8bf;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004640;54;B2;std;16;0.07.305;2jo27oMT18JxH$qrC2rHQq;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004640;54;B2;std;16;0.07.306;1d4ykTmaTEuBkmno45zFOX;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004641;55;B2;std;17;0.07.307;1cwC$kCafCFOQHoy1qkLE_;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004641;55;B2;std;17;0.07.308;2KOSi1Fjn7fRV$Rva0jWJK;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004641;55;B2;std;17;0.07.309;2bdPZvR314exShXRfwJpgl;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004641;55;B2;std;17;0.07.310;3WD7XLnbr02uyzcbC$0mGJ;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004641;55;B2;std;17;0.07.311;1rN9S5Oi91KP9SVRwKTP4T;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004641;55;B2;std;17;0.07.312;2F3bf9ITz8I9qcVghEBcau;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004641;55;B2;std;17;0.07.313;3og_utq0vBKfciHqkNuBL0;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.37;66.75;2438.0;ja;nee;ja;;;2100;
3004641;55;B2;std;17;0.07.314;3LNLlMewj2NBOL7Yq41A$a;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004642;56;B2;std;18;0.07.315;0W4usKRJTAvutGbnq9tee6;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004642;56;B2;std;18;0.07.316;1UAQJ$kUfFxQ7dpsNC21XU;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004642;56;B2;std;18;0.07.317;3DWzN6z41DAAtvbVR_$SxQ;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004642;56;B2;std;18;0.07.318;0R1XuAQhb5DRn5Zx$TlIzz;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004642;56;B2;std;18;0.07.319;2cup6$qFD0KQc2iongnmho;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004642;56;B2;std;18;0.07.320;2e60xsyGv1tQMQjsgPlIlq;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004642;56;B2;std;18;0.07.321;0QFe9YEcPDI81vI2ljlu0b;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004642;56;B2;std;18;0.07.322;3BquIOiOv1SuhIzCTXnYAl;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004643;57;B2;std;19;0.07.323;0Yxbt61WH3DQdhaidrNrDn;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004643;57;B2;std;19;0.07.324;2AL7wBivbCneVImtYw8t6_;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004643;57;B2;std;19;0.07.325;2vxqZdeO1AvwClpjs2oe6Q;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004643;57;B2;std;19;0.07.326;0Jdh6dKbX9UApuuypKHum5;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004643;57;B2;std;19;0.07.327;3scUAJ4$96mfCcEA27lrhr;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004643;57;B2;std;19;0.07.328;3G_2C313PA3hqAdT8sZy2g;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004643;57;B2;std;19;0.07.329;02Vidz2$9AXOXT1lIEp1XD;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004643;57;B2;std;19;0.07.330;0aSrqhbq573xkvFC9bHEKU;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004646;60;B2;std;20;0.07.331;239aele2v9SPItPCLGx3gN;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004646;60;B2;std;20;0.07.332;29wddjB$X7AevvwrXT_92z;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004646;60;B2;std;20;0.07.333;3xm8SdncP3BARXvEJpvWHh;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004646;60;B2;std;20;0.07.334;38FCwzefr6r8EIhqsh9QF0;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004646;60;B2;std;20;0.07.335;3S_uBusevFkB1NHrw0nHqF;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004646;60;B2;std;20;0.07.336;3IrXVERAf729qelaeabkGc;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004646;60;B2;std;20;0.07.337;26kdHMkBz2gQrfQ9ul9DJt;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004646;60;B2;std;20;0.07.338;3KssjTWd1A5BeEZw18Zz7d;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004647;61;B2;std;21;0.07.339;2k7eK1eW98p86s3jtvwu4X;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004647;61;B2;std;21;0.07.340;1LXNlsbJP1lP3K007uas78;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004647;61;B2;std;21;0.07.341;33ynwpTivA0vpqX2aANrp9;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004647;61;B2;std;21;0.07.342;1fMO6NQEH2KfHiSmeYs9fR;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004647;61;B2;std;21;0.07.343;3Ckz6Zv0fDtAU1dLumPVEL;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004647;61;B2;std;21;0.07.344;2akzWYNuH5wBvqQ6Ei4raJ;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004647;61;B2;std;21;0.07.345;1Gj46a21X7ygZS8e36Gj9o;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004647;61;B2;std;21;0.07.346;24k3ETmD59xRLtPuuRNk3J;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004648;62;B2;std;22;0.07.347;0F6rnl49HFm91O9nNmOJ1C;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004648;62;B2;std;22;0.07.348;0CVJJ6Slv02QFq$UBVL5gI;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004648;62;B2;std;22;0.07.349;2TDhnPWOHDDhfDfqClRlKF;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004648;62;B2;std;22;0.07.350;3JDYuikxXAGxcE$O$ZM7qF;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004648;62;B2;std;22;0.07.351;1dRlOp7vz21f5Ske_iaGKB;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004648;62;B2;std;22;0.07.352;3sgmKAyiXCcBxpL22bOuIt;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004648;62;B2;std;22;0.07.353;1Xf_$rl0rFawkcHrcAmVVm;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004648;62;B2;std;22;0.07.354;2qixE7FY5B2BlNquk3nSQc;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004649;63;B2;std;23;0.07.355;1thHICmuD0ZRZoOK1_m2Op;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004649;63;B2;std;23;0.07.356;0noELZ5sTA8Pj9mue2M$lz;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.16;27.2;2438.0;ja;nee;ja;;;;
3004649;63;B2;std;23;0.07.357;3QDkFHlIjAEOWgLJWx3FIs;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004649;63;B2;std;23;0.07.358;1OLyu8k4LBJx7w9QSy1mTg;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004649;63;B2;std;23;0.07.359;2vP8Upuq12bPAYYvWExeZe;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004649;63;B2;std;23;0.07.360;17trcMOa59pvr8FapXPJC$;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004649;63;B2;std;23;0.07.361;3m1mYku0P8XAEyrE0dLor6;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004649;63;B2;std;23;0.07.362;2bUL$CKzf4n8r2Pf9r_mZR;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004650;64;B2;std;24;0.07.363;0mpQZI1UXCCw10D_2ZnMRZ;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004650;64;B2;std;24;0.07.364;35iWEA$Yb95ugX918FMt5w;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.15;27.2;2438.0;ja;nee;ja;;;;
3004650;64;B2;std;24;0.07.365;3xxpjRBTj1_gsDH8CTQ$jx;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004650;64;B2;std;24;0.07.366;1hAlWQY_v53RaGXQm9aK9o;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004650;64;B2;std;24;0.07.367;2m7UZPSvX0MQS6dBtvcQhH;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004650;64;B2;std;24;0.07.368;0tzXYlyiD3QwgOgnuRMQft;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004650;64;B2;std;24;0.07.369;0SwzXKFlr7kRUEGdqYiWTf;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004650;64;B2;std;24;0.07.370;0s2eMuHsT7iPUaE3bFfGbr;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004651;65;B2;std;25;0.07.371;38QiZVozX74gG7fgmikBtr;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004651;65;B2;std;25;0.07.372;3mWbnUvzX8Y9KXN88zbOp4;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.15;27.2;2438.0;ja;nee;ja;;;;
3004651;65;B2;std;25;0.07.373;2LGAOrxc5DNeVpg_wi4hzc;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004651;65;B2;std;25;0.07.374;1AlrzpCFb5cecM93NkZikm;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004651;65;B2;std;25;0.07.375;0Sxxzt9OPDVxCRVWoiS6eo;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004651;65;B2;std;25;0.07.376;0FIgbSo0b6ChZ0ZjkHBKpD;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004651;65;B2;std;25;0.07.377;0M7z5$I$DD4RG$X8BY0KnP;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004651;65;B2;std;25;0.07.378;20x6OEI8z4uPJOGVTGfJJ5;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004652;66;B2;std;26;0.07.379;3QYqiaaZ19Zh_wzR86wKYA;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;5.97;14.57;2438.0;ja;nee;ja;;;;
3004652;66;B2;std;26;0.07.380;1TdlBbZlXAtBq1CPPTA4Lc;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.15;27.2;2438.0;ja;nee;ja;;;;
3004652;66;B2;std;26;0.07.381;3z6rQf8mDELxu$M2izKrBO;hal;VRK;Verkeersruimte;HAL;Hal;6.97;17.0;2438.0;ja;nee;nee;;;;
3004652;66;B2;std;26;0.07.382;1eqksswz92S88ai$hQZ5ln;MK warm;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004652;66;B2;std;26;0.07.383;1BB8ubcMnDvuI0kg6UBW6Y;MK koud;OVR;Overige ruimtes;MET;Meterruimte;0.28;0.69;2438.0;nee;nee;nee;;;;
3004652;66;B2;std;26;0.07.384;3ORCWLF$b3lODNw$xotHNw;berging/techniek;OVR;Overige ruimtes;BER;Berging;4.54;11.06;2438.0;nee;nee;nee;;;;
3004652;66;B2;std;26;0.07.385;0oTFKrd1b4$h2qEN4561Oq;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.0;65.84;2438.0;ja;nee;ja;;;2100;
3004652;66;B2;std;26;0.07.386;1ItExyzYL9Pezr0NZnRkpn;badkamer/toilet;VTK;Vertrek;BAD;Badruimte;6.04;14.73;2438.0;ja;nee;ja;;DOU,WAS,CLO;;
3004626;40;B2;hoek;27;0.07.387;2zMqQeJXjEbQjVJ$Nurxpl;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;6.21;15.15;2438.0;ja;nee;ja;;;;
3004626;40;B2;hoek;27;0.07.388;3jVStayWLEmebYiRutudWK;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.18;27.25;2438.0;ja;nee;ja;;;;
3004626;40;B2;hoek;27;0.07.389;1H4lLfoJ51YAbi7C7152hh;entree;VRK;Verkeersruimte;HAL;Hal;10.36;25.25;2438.0;nee;nee;nee;;;;
3004626;40;B2;hoek;27;0.07.390;1CrPldsHL7Sx4Gf3OiS3c3;badkamer;VTK;Vertrek;BAD;Badruimte;5.09;12.41;2438.0;ja;nee;ja;;DOU,WAS;;
3004626;40;B2;hoek;27;0.07.391;0HlHn7n2r32wd9h13QUQLs;technische ruimte;OVR;Overige ruimtes;TEC;Technische ruimte;4.13;10.06;2438.0;nee;nee;nee;;;;
3004626;40;B2;hoek;27;0.07.393;2VvQuWxP13Wwip9mTWgdmC;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.88;67.98;2438.0;ja;nee;ja;;;2100;
3004627;41;B2;hoek;28;0.07.394;1lDvx9Fyf1BR3MjiX8p$m3;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;6.21;15.15;2438.0;ja;nee;ja;;;;
3004627;41;B2;hoek;28;0.07.395;14O4JRia5C2gCAuDNeJiVX;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.18;27.25;2438.0;ja;nee;ja;;;;
3004627;41;B2;hoek;28;0.07.396;0QTXWTleX0rx0FVrXg1akH;entree;VRK;Verkeersruimte;HAL;Hal;10.36;25.25;2438.0;nee;nee;nee;;;;
3004627;41;B2;hoek;28;0.07.397;0_AVoRs2T12BVHUPV7UUhl;badkamer;VTK;Vertrek;BAD;Badruimte;5.09;12.41;2438.0;ja;nee;ja;;DOU,WAS;;
3004627;41;B2;hoek;28;0.07.398;1d9PVkhUXEgQ7www8e9f1M;technische ruimte;OVR;Overige ruimtes;TEC;Technische ruimte;4.13;10.06;2438.0;nee;nee;nee;;;;
3004627;41;B2;hoek;28;0.07.400;3AqeIzXLTCu80Wpem162Xp;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.88;67.98;2438.0;ja;nee;ja;;;2100;
3004635;49;B2;hoek;29;0.07.156;2TjBETwqr4uQv9bNcZouhY;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;28.04;68.38;2438.0;ja;nee;ja;;;2100;
3004635;49;B2;hoek;29;0.07.173;2L6W34Qm1FpRo0GE1HCVCV;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;10.81;26.35;2438.0;ja;nee;ja;;;;
3004635;49;B2;hoek;29;0.07.161;0mkmGAtGn8SRljrPgdQm0i;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;6.21;15.14;2438.0;ja;nee;ja;;;;
3004635;49;B2;hoek;29;0.07.174;15Ksl17R11hBhqJSjFBvZU;entree;VRK;Verkeersruimte;HAL;Hal;10.58;25.79;2438.0;nee;nee;nee;;;;
3004635;49;B2;hoek;29;0.07.166;36$jEjTVb4YeRd$7e4CYzS;badkamer;VTK;Vertrek;BAD;Badruimte;5.09;12.41;2438.0;ja;nee;ja;;DOU,WAS;;
3004635;49;B2;hoek;29;0.07.167;2KjPEPxOT6Z9ssmll1zLzn;technische ruimte;OVR;Overige ruimtes;TEC;Technische ruimte;4.13;10.06;2438.0;nee;nee;nee;;;;
3004636;50;B2;hoek;30;0.07.157;3_0yGs1ELE39Acv6F0DpWF;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.88;67.98;2438.0;ja;nee;ja;;;2100;
3004636;50;B2;hoek;30;0.07.402;01RiLNpzj09RcMi4C7nMc9;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.18;27.25;2438.0;ja;nee;ja;;;;
3004636;50;B2;hoek;30;0.07.172;1QvoRWySvEo8R$eF4IkV9t;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;6.21;15.14;2438.0;ja;nee;ja;;;;
3004636;50;B2;hoek;30;0.07.403;19vhHsEaz0SOtNkFj5yjfM;entree;VRK;Verkeersruimte;HAL;Hal;10.36;25.25;2438.0;nee;nee;nee;;;;
3004636;50;B2;hoek;30;0.07.176;0lF7FZunTFHQKqVA5WZuzW;badkamer;VTK;Vertrek;BAD;Badruimte;5.09;12.41;2438.0;ja;nee;ja;;DOU,WAS;;
3004636;50;B2;hoek;30;0.07.163;0rosE$EKD8UfQdlnbF$Lla;technische ruimte;OVR;Overige ruimtes;TEC;Technische ruimte;4.13;10.06;2438.0;nee;nee;nee;;;;
3004644;58;B2;hoek;31;0.07.171;2VwHcuJUn7pRC5wls5LPOH;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;28.04;68.38;2438.0;ja;nee;ja;;;2100;
3004644;58;B2;hoek;31;0.07.164;1nS4wQEzHD7RdY9jWFmCZp;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;10.81;26.35;2438.0;ja;nee;ja;;;;
3004644;58;B2;hoek;31;0.07.158;3ixugnSOP79hImu4kWFDmS;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;6.21;15.15;2438.0;ja;nee;ja;;;;
3004644;58;B2;hoek;31;0.07.165;1YmJTpc5fCExFBUdE$kyOs;entree;VRK;Verkeersruimte;HAL;Hal;10.58;25.79;2438.0;nee;nee;nee;;;;
3004644;58;B2;hoek;31;0.07.162;21eWgox7TCNwtGygZJqLK8;badkamer;VTK;Vertrek;BAD;Badruimte;5.09;12.41;2438.0;ja;nee;ja;;DOU,WAS;;
3004644;58;B2;hoek;31;0.07.405;0Box5R1VDD8OYFrSkpDg0K;technische ruimte;OVR;Overige ruimtes;TEC;Technische ruimte;4.13;10.06;2438.0;nee;nee;nee;;;;
3004645;59;B2;hoek;32;0.07.175;317vUcvu1CIvXQMXK84fT$;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.88;67.98;2438.0;ja;nee;ja;;;2100;
3004645;59;B2;hoek;32;0.07.159;2deBhU6Z12CwRl$DRdznOl;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.18;27.25;2438.0;ja;nee;ja;;;;
3004645;59;B2;hoek;32;0.07.401;11HpoZAwz6eQAD78dGcjm8;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;6.21;15.15;2438.0;ja;nee;ja;;;;
3004645;59;B2;hoek;32;0.07.160;3VTwNgefv9KulaoZOayiyZ;entree;VRK;Verkeersruimte;HAL;Hal;10.36;25.25;2438.0;nee;nee;nee;;;;
3004645;59;B2;hoek;32;0.07.404;2FCFz2Hzj0Sx9d_VdeYUjJ;badkamer;VTK;Vertrek;BAD;Badruimte;5.09;12.41;2438.0;ja;nee;ja;;DOU,WAS;;
